raceId,year,circuitId,driverId,driver_name,constructorId,constructor_name,grid,positionOrder,points,resultId,number,position,positionText,laps,time,milliseconds,fastestLap,rank,fastestLapTime,fastestLapSpeed,statusId,podium,avg_finish_season,points_per_race,podium_count,dnf_flag,constructor_dnf_rate,constructor_avg_points,synergy,rolling_points_driver,win,circuit_win_ratio,positionClass
18,2008,1,15,Jarno Trulli,7,Toyota,6,15,0.0,15,11,\N,R,19,\N,\N,18,10,1:29.310,213.758,10,0,9.5,0.0,0,False,0.0,1.5555555555555556,1.4230769230769231,0.0,0,0.0,0
18,2008,1,16,Adrian Sutil,10,Force India,22,16,0.0,16,20,\N,R,8,\N,\N,8,17,1:32.021,207.461,9,0,17.72222222222222,0.0,0,False,0.0,0.0,1.3369565217391304,0.0,0,0.0,0
18,2008,1,17,Mark Webber,9,Red Bull,14,17,0.0,17,10,\N,R,0,\N,\N,\N,\N,\N,\N,4,0,10.0,0.0,0,False,0.0,0.8055555555555556,7.5852713178294575,0.0,0,0.0,0
18,2008,1,18,Jenson Button,11,Honda,12,18,0.0,18,16,\N,R,0,\N,\N,\N,\N,\N,\N,4,0,13.722222222222221,0.0,0,False,0.0,0.3888888888888889,1.2264150943396226,0.0,0,0.0,0
18,2008,1,19,Anthony Davidson,8,Super Aguri,21,19,0.0,19,19,\N,R,0,\N,\N,\N,\N,\N,\N,4,0,17.0,0.0,0,False,0.0,0.0,0.0,0.0,0,0.0,0
18,2008,1,20,Sebastian Vettel,5,Toro Rosso,9,20,0.0,20,15,\N,R,0,\N,\N,\N,\N,\N,\N,4,0,11.5,0.0,0,False,0.0,1.0833333333333333,1.6,0.0,0,0.0,0
18,2008,1,21,Giancarlo Fisichella,10,Force India,16,21,0.0,21,21,\N,R,0,\N,\N,\N,\N,\N,\N,4,0,16.055555555555557,0.0,0,False,0.0,0.0,0.26666666666666666,0.0,0,0.0,0
18,2008,1,22,Rubens Barrichello,11,Honda,10,22,0.0,22,17,\N,D,58,\N,\N,44,8,1:28.736,215.141,2,0,13.88888888888889,0.0,0,False,0.0,0.3888888888888889,0.7735849056603774,0.0,0,0.0,0
19,2008,2,8,Kimi Räikkönen,6,Ferrari,2,1,10.0,23,1,1,1,56,1:31:18.555,5478555,37,2,1:35.405,209.158,1,1,7.0,5.5,0,False,0.0,4.777777777777778,7.105263157894737,5.5,1,1.0,1
19,2008,2,9,Robert Kubica,2,BMW Sauber,4,2,8.0,24,4,2,2,56,+19.570,5498125,39,6,1:35.921,208.033,1,1,5.611111111111111,4.0,0,False,0.0,3.75,2.4035087719298245,4.0,0,0.0,2
19,2008,2,5,Heikki Kovalainen,1,McLaren,8,3,6.0,25,23,3,3,56,+38.450,5517005,19,7,1:35.922,208.031,1,1,7.888888888888889,5.0,0,False,0.0,4.194444444444445,2.142857142857143,5.0,0,0.0,3
19,2008,2,15,Jarno Trulli,7,Toyota,3,4,5.0,26,11,4,4,56,+45.832,5524387,53,8,1:36.068,207.715,1,0,9.5,2.5,0,False,0.0,1.5555555555555556,1.4230769230769231,2.5,0,0.0,0
19,2008,2,1,Lewis Hamilton,1,McLaren,9,5,4.0,27,22,5,5,56,+46.548,5525103,53,3,1:35.462,209.033,1,0,5.222222222222222,7.0,1,False,0.0,4.194444444444445,8.3,7.0,0,0.0,0
19,2008,2,2,Nick Heidfeld,2,BMW Sauber,5,6,3.0,28,3,6,6,56,+49.833,5528388,55,1,1:35.366,209.244,1,0,6.5,5.5,1,False,0.0,3.75,2.3285714285714287,5.5,0,0.0,0
19,2008,2,17,Mark Webber,9,Red Bull,6,7,2.0,29,10,7,7,56,+1:08.130,5546685,53,12,1:36.696,206.366,1,0,10.0,1.0,0,False,0.0,0.8055555555555556,7.5852713178294575,1.0,0,0.0,0
19,2008,2,4,Fernando Alonso,4,Renault,7,8,1.0,30,5,8,8,56,+1:10.041,5548596,40,10,1:36.288,207.240,1,0,7.444444444444445,3.0,0,False,0.0,2.2222222222222223,4.415094339622642,3.0,0,0.0,0
19,2008,2,14,David Coulthard,9,Red Bull,12,9,0.0,31,9,9,9,56,+1:16.220,5554775,55,9,1:36.206,207.417,1,0,13.222222222222221,0.0,0,False,0.0,0.8055555555555556,0.8333333333333334,0.0,0,0.0,0
19,2008,2,18,Jenson Button,11,Honda,11,10,0.0,32,16,10,10,56,+1:26.214,5564769,56,4,1:35.715,208.481,1,0,13.722222222222221,0.0,0,False,0.0,0.3888888888888889,1.2264150943396226,0.0,0,0.0,0
19,2008,2,12,Nelson Piquet Jr.,4,Renault,13,11,0.0,33,6,11,11,56,+1:32.202,5570757,52,15,1:36.956,205.812,1,0,13.055555555555555,0.0,0,False,0.0,2.2222222222222223,0.6785714285714286,0.0,0,0.0,0
19,2008,2,21,Giancarlo Fisichella,10,Force India,17,12,0.0,34,21,12,12,55,\N,\N,52,16,1:36.962,205.800,11,0,16.055555555555557,0.0,0,False,0.0,0.0,0.26666666666666666,0.0,0,0.0,0
19,2008,2,22,Rubens Barrichello,11,Honda,14,13,0.0,35,17,13,13,55,\N,\N,55,11,1:36.693,206.372,11,0,13.88888888888889,0.0,0,False,0.0,0.3888888888888889,0.7735849056603774,0.0,0,0.0,0
19,2008,2,3,Nico Rosberg,3,Williams,16,14,0.0,36,7,14,14,55,\N,\N,55,13,1:36.782,206.182,11,0,10.88888888888889,3.0,1,False,0.0,0.7222222222222222,1.0785714285714285,3.0,0,0.0,0
19,2008,2,19,Anthony Davidson,8,Super Aguri,21,15,0.0,37,19,15,15,55,\N,\N,55,18,1:38.171,203.265,11,0,17.0,0.0,0,False,0.0,0.0,0.0,0.0,0,0.0,0
19,2008,2,11,Takuma Sato,8,Super Aguri,19,16,0.0,38,18,16,16,54,\N,\N,53,19,1:38.504,202.578,12,0,14.25,0.0,0,False,0.0,0.0,0.10256410256410256,0.0,0,0.0,0
19,2008,2,6,Kazuki Nakajima,3,Williams,22,17,0.0,39,8,17,17,54,\N,\N,19,17,1:37.711,204.222,12,0,12.666666666666666,1.5,0,False,0.0,0.7222222222222222,0.25,1.5,0,0.0,0
19,2008,2,20,Sebastian Vettel,5,Toro Rosso,15,18,0.0,40,15,\N,R,39,\N,\N,37,14,1:36.870,205.995,5,0,11.5,0.0,0,False,0.0,1.0833333333333333,1.6,0.0,0,0.0,0
19,2008,2,13,Felipe Massa,6,Ferrari,1,19,0.0,41,2,\N,R,30,\N,\N,15,5,1:35.914,208.048,20,0,6.055555555555555,0.0,0,False,0.0,4.777777777777778,5.635714285714286,0.0,0,0.0,0
19,2008,2,16,Adrian Sutil,10,Force India,20,20,0.0,42,20,\N,R,5,\N,\N,3,20,1:40.330,198.891,9,0,17.72222222222222,0.0,0,False,0.0,0.0,1.3369565217391304,0.0,0,0.0,0
19,2008,2,10,Timo Glock,7,Toyota,10,21,0.0,43,12,\N,R,1,\N,\N,\N,\N,\N,\N,4,0,10.444444444444445,0.0,0,False,0.0,1.5555555555555556,1.4848484848484849,0.0,0,0.0,0
19,2008,2,7,Sébastien Bourdais,5,Toro Rosso,18,22,0.0,44,14,\N,R,0,\N,\N,\N,\N,\N,\N,20,0,14.222222222222221,1.0,0,False,0.0,1.0833333333333333,0.2222222222222222,1.0,0,0.0,0
20,2008,3,13,Felipe Massa,6,Ferrari,2,1,10.0,45,2,1,1,57,1:31:06.970,5466970,38,3,1:33.600,208.153,1,1,6.055555555555555,3.3333333333333335,0,False,0.0,4.777777777777778,5.635714285714286,3.3333333333333335,1,1.0,1
20,2008,3,8,Kimi Räikkönen,6,Ferrari,4,2,8.0,46,1,2,2,57,+3.339,5470309,35,4,1:33.709,207.911,1,1,7.0,6.333333333333333,1,False,0.0,4.777777777777778,7.105263157894737,6.333333333333333,0,0.0,2
20,2008,3,9,Robert Kubica,2,BMW Sauber,1,3,6.0,47,4,3,3,57,+4.998,5471968,55,5,1:33.775,207.765,1,1,5.611111111111111,4.666666666666667,1,False,0.0,3.75,2.4035087719298245,4.666666666666667,0,0.0,3
20,2008,3,2,Nick Heidfeld,2,BMW Sauber,6,4,5.0,48,3,4,4,57,+8.409,5475379,48,2,1:33.565,208.231,1,0,6.5,5.333333333333333,1,False,0.0,3.75,2.3285714285714287,5.333333333333333,0,0.0,0
20,2008,3,5,Heikki Kovalainen,1,McLaren,5,5,4.0,49,23,5,5,57,+26.789,5493759,49,1,1:33.193,209.062,1,0,7.888888888888889,4.666666666666667,1,False,0.0,4.194444444444445,2.142857142857143,4.666666666666667,0,0.0,0
20,2008,3,15,Jarno Trulli,7,Toyota,7,6,3.0,50,11,6,6,57,+41.314,5508284,45,7,1:34.204,206.819,1,0,9.5,2.6666666666666665,0,False,0.0,1.5555555555555556,1.4230769230769231,2.6666666666666665,0,0.0,0
20,2008,3,17,Mark Webber,9,Red Bull,11,7,2.0,51,10,7,7,57,+45.473,5512443,51,8,1:34.305,206.597,1,0,10.0,1.3333333333333333,0,False,0.0,0.8055555555555556,7.5852713178294575,1.3333333333333333,0,0.0,0
20,2008,3,3,Nico Rosberg,3,Williams,8,8,1.0,52,7,8,8,57,+55.889,5522859,57,6,1:34.072,207.109,1,0,10.88888888888889,2.3333333333333335,1,False,0.0,0.7222222222222222,1.0785714285714285,2.3333333333333335,0,0.0,0
20,2008,3,10,Timo Glock,7,Toyota,13,9,0.0,53,12,9,9,57,+1:09.500,5536470,56,9,1:34.807,205.503,1,0,10.444444444444445,0.0,0,False,0.0,1.5555555555555556,1.4848484848484849,0.0,0,0.0,0
20,2008,3,4,Fernando Alonso,4,Renault,10,10,0.0,54,5,10,10,57,+1:17.181,5544151,35,13,1:35.194,204.668,1,0,7.444444444444445,2.0,0,False,0.0,2.2222222222222223,4.415094339622642,2.0,0,0.0,0
20,2008,3,22,Rubens Barrichello,11,Honda,12,11,0.0,55,17,11,11,57,+1:17.862,5544832,40,10,1:34.855,205.399,1,0,13.88888888888889,0.0,0,False,0.0,0.3888888888888889,0.7735849056603774,0.0,0,0.0,0
20,2008,3,21,Giancarlo Fisichella,10,Force India,18,12,0.0,56,21,12,12,56,\N,\N,56,11,1:35.057,204.963,11,0,16.055555555555557,0.0,0,False,0.0,0.0,0.26666666666666666,0.0,0,0.0,0
20,2008,3,1,Lewis Hamilton,1,McLaren,3,13,0.0,57,22,13,13,56,\N,\N,25,19,1:35.520,203.969,11,0,5.222222222222222,4.666666666666667,1,False,0.0,4.194444444444445,8.3,4.666666666666667,0,0.0,0
20,2008,3,6,Kazuki Nakajima,3,Williams,16,14,0.0,58,8,14,14,56,\N,\N,30,17,1:35.433,204.155,11,0,12.666666666666666,1.0,0,False,0.0,0.7222222222222222,0.25,1.0,0,0.0,0
20,2008,3,7,Sébastien Bourdais,5,Toro Rosso,15,15,0.0,59,14,15,15,56,\N,\N,33,15,1:35.333,204.369,11,0,14.222222222222221,0.6666666666666666,0,False,0.0,1.0833333333333333,0.2222222222222222,0.6666666666666666,0,0.0,0
20,2008,3,19,Anthony Davidson,8,Super Aguri,21,16,0.0,60,19,16,16,56,\N,\N,45,14,1:35.324,204.389,11,0,17.0,0.0,0,False,0.0,0.0,0.0,0.0,0,0.0,0
20,2008,3,11,Takuma Sato,8,Super Aguri,22,17,0.0,61,18,17,17,56,\N,\N,56,20,1:35.891,203.180,11,0,14.25,0.0,0,False,0.0,0.0,0.10256410256410256,0.0,0,0.0,0
20,2008,3,14,David Coulthard,9,Red Bull,17,18,0.0,62,9,18,18,56,\N,\N,43,16,1:35.351,204.331,11,0,13.222222222222221,0.0,0,False,0.0,0.8055555555555556,0.8333333333333334,0.0,0,0.0,0
20,2008,3,16,Adrian Sutil,10,Force India,20,19,0.0,63,20,19,19,56,\N,\N,55,18,1:35.442,204.136,12,0,17.72222222222222,0.0,0,False,0.0,0.0,1.3369565217391304,0.0,0,0.0,0
20,2008,3,12,Nelson Piquet Jr.,4,Renault,14,20,0.0,64,6,\N,R,40,\N,\N,31,12,1:35.129,204.808,6,0,13.055555555555555,0.0,0,False,0.0,2.2222222222222223,0.6785714285714286,0.0,0,0.0,0
20,2008,3,18,Jenson Button,11,Honda,9,21,0.0,65,16,\N,R,19,\N,\N,11,21,1:36.125,202.686,4,0,13.722222222222221,0.0,0,False,0.0,0.3888888888888889,1.2264150943396226,0.0,0,0.0,0
20,2008,3,20,Sebastian Vettel,5,Toro Rosso,19,22,0.0,66,15,\N,R,0,\N,\N,\N,\N,\N,\N,5,0,11.5,0.0,0,False,0.0,1.0833333333333333,1.6,0.0,0,0.0,0
21,2008,4,8,Kimi Räikkönen,6,Ferrari,1,1,10.0,67,1,1,1,66,1:38:19.051,5899051,46,1,1:21.670,205.191,1,1,7.0,9.333333333333334,2,False,0.0,4.777777777777778,7.105263157894737,9.333333333333334,1,1.0,1
21,2008,4,13,Felipe Massa,6,Ferrari,3,2,8.0,68,2,2,2,66,+3.228,5902279,45,2,1:21.801,204.863,1,1,6.055555555555555,6.0,1,False,0.0,4.777777777777778,5.635714285714286,6.0,0,0.0,2
21,2008,4,1,Lewis Hamilton,1,McLaren,5,3,6.0,69,22,3,3,66,+4.187,5903238,20,3,1:22.017,204.323,1,1,5.222222222222222,3.3333333333333335,1,False,0.0,4.194444444444445,8.3,3.3333333333333335,0,0.0,3
21,2008,4,9,Robert Kubica,2,BMW Sauber,4,4,5.0,70,4,4,4,66,+5.694,5904745,20,4,1:22.106,204.102,1,0,5.611111111111111,6.333333333333333,2,False,0.0,3.75,2.4035087719298245,6.333333333333333,0,0.0,0
21,2008,4,17,Mark Webber,9,Red Bull,7,5,4.0,71,10,5,5,66,+35.938,5934989,19,8,1:22.564,202.969,1,0,10.0,2.6666666666666665,0,False,0.0,0.8055555555555556,7.5852713178294575,2.6666666666666665,0,0.0,0
21,2008,4,18,Jenson Button,11,Honda,13,6,3.0,72,16,6,6,66,+53.010,5952061,66,5,1:22.353,203.489,1,0,13.722222222222221,1.0,0,False,0.0,0.3888888888888889,1.2264150943396226,1.0,0,0.0,0
21,2008,4,6,Kazuki Nakajima,3,Williams,12,7,2.0,73,8,7,7,66,+58.244,5957295,48,15,1:23.549,200.576,1,0,12.666666666666666,0.6666666666666666,0,False,0.0,0.7222222222222222,0.25,0.6666666666666666,0,0.0,0
21,2008,4,15,Jarno Trulli,7,Toyota,8,8,1.0,74,11,8,8,66,+59.435,5958486,45,10,1:22.758,202.494,1,0,9.5,3.0,0,False,0.0,1.5555555555555556,1.4230769230769231,3.0,0,0.0,0
21,2008,4,2,Nick Heidfeld,2,BMW Sauber,9,9,0.0,75,3,9,9,66,+1:03.073,5962124,21,7,1:22.519,203.080,1,0,6.5,2.6666666666666665,1,False,0.0,3.75,2.3285714285714287,2.6666666666666665,0,0.0,0
21,2008,4,21,Giancarlo Fisichella,10,Force India,19,10,0.0,76,21,10,10,65,\N,\N,40,14,1:23.439,200.841,11,0,16.055555555555557,0.0,0,False,0.0,0.0,0.26666666666666666,0.0,0,0.0,0
21,2008,4,10,Timo Glock,7,Toyota,14,11,0.0,77,12,11,11,65,\N,\N,57,12,1:23.007,201.886,11,0,10.444444444444445,0.0,0,False,0.0,1.5555555555555556,1.4848484848484849,0.0,0,0.0,0
21,2008,4,14,David Coulthard,9,Red Bull,17,12,0.0,78,9,12,12,65,\N,\N,57,11,1:22.842,202.288,11,0,13.222222222222221,0.0,0,False,0.0,0.8055555555555556,0.8333333333333334,0.0,0,0.0,0
21,2008,4,11,Takuma Sato,8,Super Aguri,22,13,0.0,79,18,13,13,65,\N,\N,34,17,1:24.617,198.045,11,0,14.25,0.0,0,False,0.0,0.0,0.10256410256410256,0.0,0,0.0,0
21,2008,4,3,Nico Rosberg,3,Williams,15,14,0.0,80,7,\N,R,41,\N,\N,20,13,1:23.319,201.130,5,0,10.88888888888889,0.3333333333333333,1,False,0.0,0.7222222222222222,1.0785714285714285,0.3333333333333333,0,0.0,0
21,2008,4,4,Fernando Alonso,4,Renault,2,15,0.0,81,5,\N,R,34,\N,\N,15,9,1:22.683,202.677,5,0,7.444444444444445,0.3333333333333333,0,False,0.0,2.2222222222222223,4.415094339622642,0.3333333333333333,0,0.0,0
21,2008,4,22,Rubens Barrichello,11,Honda,11,16,0.0,82,17,\N,R,34,\N,\N,21,16,1:23.858,199.837,4,0,13.88888888888889,0.0,0,False,0.0,0.3888888888888889,0.7735849056603774,0.0,0,0.0,0
21,2008,4,5,Heikki Kovalainen,1,McLaren,6,17,0.0,83,23,\N,R,21,\N,\N,19,6,1:22.453,203.243,3,0,7.888888888888889,3.3333333333333335,1,False,0.0,4.194444444444445,2.142857142857143,3.3333333333333335,0,0.0,0
21,2008,4,19,Anthony Davidson,8,Super Aguri,21,18,0.0,84,19,\N,R,8,\N,\N,6,20,1:26.864,192.922,21,0,17.0,0.0,0,False,0.0,0.0,0.0,0.0,0,0.0,0
21,2008,4,7,Sébastien Bourdais,5,Toro Rosso,16,19,0.0,85,14,\N,R,7,\N,\N,6,19,1:25.999,194.862,4,0,14.222222222222221,0.0,0,False,0.0,1.0833333333333333,0.2222222222222222,0.0,0,0.0,0
21,2008,4,12,Nelson Piquet Jr.,4,Renault,10,20,0.0,86,6,\N,R,6,\N,\N,6,18,1:25.444,196.128,4,0,13.055555555555555,0.0,0,False,0.0,2.2222222222222223,0.6785714285714286,0.0,0,0.0,0
21,2008,4,16,Adrian Sutil,10,Force India,20,21,0.0,87,20,\N,R,0,\N,\N,\N,\N,\N,\N,4,0,17.72222222222222,0.0,0,False,0.0,0.0,1.3369565217391304,0.0,0,0.0,0
21,2008,4,20,Sebastian Vettel,5,Toro Rosso,18,22,0.0,88,15,\N,R,0,\N,\N,\N,\N,\N,\N,4,0,11.5,0.0,0,False,0.0,1.0833333333333333,1.6,0.0,0,0.0,0
22,2008,5,13,Felipe Massa,6,Ferrari,1,1,10.0,89,2,1,1,58,1:26:49.451,5209451,16,3,1:26.666,221.734,1,1,6.055555555555555,9.333333333333334,2,False,0.0,4.777777777777778,5.635714285714286,9.333333333333334,1,1.0,1
22,2008,5,1,Lewis Hamilton,1,McLaren,3,2,8.0,90,22,2,2,58,+3.779,5213230,31,2,1:26.529,222.085,1,1,5.222222222222222,4.666666666666667,2,False,0.0,4.194444444444445,8.3,4.666666666666667,0,0.0,2
22,2008,5,8,Kimi Räikkönen,6,Ferrari,4,3,6.0,91,1,3,3,58,+4.271,5213722,20,1,1:26.506,222.144,1,1,7.0,8.0,3,False,0.0,4.777777777777778,7.105263157894737,8.0,0,0.0,3
22,2008,5,9,Robert Kubica,2,BMW Sauber,5,4,5.0,92,4,4,4,58,+21.945,5231396,17,4,1:26.780,221.442,1,0,5.611111111111111,5.333333333333333,2,False,0.0,3.75,2.4035087719298245,5.333333333333333,0,0.0,0
22,2008,5,2,Nick Heidfeld,2,BMW Sauber,9,5,4.0,93,3,5,5,58,+38.741,5248192,20,5,1:27.219,220.328,1,0,6.5,3.0,1,False,0.0,3.75,2.3285714285714287,3.0,0,0.0,0
22,2008,5,4,Fernando Alonso,4,Renault,7,6,3.0,94,5,6,6,58,+53.724,5263175,57,6,1:27.280,220.174,1,0,7.444444444444445,1.0,0,False,0.0,2.2222222222222223,4.415094339622642,1.0,0,0.0,0
22,2008,5,17,Mark Webber,9,Red Bull,6,7,2.0,95,10,7,7,58,+1:04.229,5273680,14,7,1:27.630,219.294,1,0,10.0,2.6666666666666665,0,False,0.0,0.8055555555555556,7.5852713178294575,2.6666666666666665,0,0.0,0
22,2008,5,3,Nico Rosberg,3,Williams,11,8,1.0,96,7,8,8,58,+1:11.406,5280857,55,9,1:27.795,218.882,1,0,10.88888888888889,0.6666666666666666,1,False,0.0,0.7222222222222222,1.0785714285714285,0.6666666666666666,0,0.0,0
22,2008,5,14,David Coulthard,9,Red Bull,10,9,0.0,97,9,9,9,58,+1:15.270,5284721,41,12,1:27.966,218.457,1,0,13.222222222222221,0.0,0,False,0.0,0.8055555555555556,0.8333333333333334,0.0,0,0.0,0
22,2008,5,15,Jarno Trulli,7,Toyota,8,10,0.0,98,11,10,10,58,+1:16.344,5285795,52,11,1:27.926,218.556,1,0,9.5,1.3333333333333333,0,False,0.0,1.5555555555555556,1.4230769230769231,1.3333333333333333,0,0.0,0
22,2008,5,18,Jenson Button,11,Honda,13,11,0.0,99,16,11,11,57,\N,\N,57,13,1:27.998,218.377,11,0,13.722222222222221,1.0,0,False,0.0,0.3888888888888889,1.2264150943396226,1.0,0,0.0,0
22,2008,5,5,Heikki Kovalainen,1,McLaren,2,12,0.0,100,23,12,12,57,\N,\N,55,8,1:27.640,219.269,11,0,7.888888888888889,1.3333333333333333,1,False,0.0,4.194444444444445,2.142857142857143,1.3333333333333333,0,0.0,0
22,2008,5,10,Timo Glock,7,Toyota,15,13,0.0,101,12,13,13,57,\N,\N,28,16,1:28.303,217.623,11,0,10.444444444444445,0.0,0,False,0.0,1.5555555555555556,1.4848484848484849,0.0,0,0.0,0
22,2008,5,22,Rubens Barrichello,11,Honda,12,14,0.0,102,17,14,14,57,\N,\N,56,14,1:28.017,218.330,11,0,13.88888888888889,0.0,0,False,0.0,0.3888888888888889,0.7735849056603774,0.0,0,0.0,0
22,2008,5,12,Nelson Piquet Jr.,4,Renault,17,15,0.0,103,6,15,15,57,\N,\N,40,10,1:27.867,218.703,11,0,13.055555555555555,0.0,0,False,0.0,2.2222222222222223,0.6785714285714286,0.0,0,0.0,0
22,2008,5,16,Adrian Sutil,10,Force India,19,16,0.0,104,20,16,16,57,\N,\N,35,18,1:28.780,216.454,11,0,17.72222222222222,0.0,0,False,0.0,0.0,1.3369565217391304,0.0,0,0.0,0
22,2008,5,20,Sebastian Vettel,5,Toro Rosso,14,17,0.0,105,15,17,17,57,\N,\N,38,15,1:28.180,217.926,11,0,11.5,0.0,0,False,0.0,1.0833333333333333,1.6,0.0,0,0.0,0
22,2008,5,7,Sébastien Bourdais,5,Toro Rosso,18,18,0.0,106,14,\N,R,24,\N,\N,19,17,1:28.745,216.539,22,0,14.222222222222221,0.0,0,False,0.0,1.0833333333333333,0.2222222222222222,0.0,0,0.0,0
22,2008,5,6,Kazuki Nakajima,3,Williams,16,19,0.0,107,8,\N,R,1,\N,\N,\N,\N,\N,\N,4,0,12.666666666666666,0.6666666666666666,0,False,0.0,0.7222222222222222,0.25,0.6666666666666666,0,0.0,0
22,2008,5,21,Giancarlo Fisichella,10,Force India,20,20,0.0,108,21,\N,R,0,\N,\N,\N,\N,\N,\N,4,0,16.055555555555557,0.0,0,False,0.0,0.0,0.26666666666666666,0.0,0,0.0,0
23,2008,6,1,Lewis Hamilton,1,McLaren,3,1,10.0,109,22,1,1,76,2:00:42.742,7242742,71,6,1:18.510,153.152,1,1,5.222222222222222,8.0,3,False,0.0,4.194444444444445,8.3,8.0,1,1.0,1
23,2008,6,9,Robert Kubica,2,BMW Sauber,5,2,8.0,110,4,2,2,76,+3.064,7245806,75,5,1:17.933,154.286,1,1,5.611111111111111,6.0,2,False,0.0,3.75,2.4035087719298245,6.0,0,0.0,2
23,2008,6,13,Felipe Massa,6,Ferrari,1,3,6.0,111,2,3,3,76,+4.811,7247553,76,4,1:17.886,154.379,1,1,6.055555555555555,8.0,3,False,0.0,4.777777777777778,5.635714285714286,8.0,0,0.0,3
23,2008,6,17,Mark Webber,9,Red Bull,9,4,5.0,112,10,4,4,76,+19.295,7262037,74,8,1:19.036,152.133,1,0,10.0,3.6666666666666665,0,False,0.0,0.8055555555555556,7.5852713178294575,3.6666666666666665,0,0.0,0
23,2008,6,20,Sebastian Vettel,5,Toro Rosso,19,5,4.0,113,15,5,5,76,+24.657,7267399,74,7,1:18.787,152.614,1,0,11.5,1.3333333333333333,0,False,0.0,1.0833333333333333,1.6,1.3333333333333333,0,0.0,0
23,2008,6,22,Rubens Barrichello,11,Honda,14,6,3.0,114,17,6,6,76,+28.408,7271150,75,9,1:19.574,151.104,1,0,13.88888888888889,1.0,0,False,0.0,0.3888888888888889,0.7735849056603774,1.0,0,0.0,0
23,2008,6,6,Kazuki Nakajima,3,Williams,13,7,2.0,115,8,7,7,76,+30.180,7272922,75,13,1:19.910,150.469,1,0,12.666666666666666,1.3333333333333333,0,False,0.0,0.7222222222222222,0.25,1.3333333333333333,0,0.0,0
